id,left,top,right,bottom,dummy,tile_id
2927,-162.000416,66.000416,-160.999584,64.999584,dummy,N65W162
2928,-162.000416,65.000416,-160.999584,63.999584,dummy,N64W162
2929,-162.000416,64.000416,-160.999584,62.999584,dummy,N63W162
2933,-162.000416,60.000416,-160.999584,58.999584,dummy,N59W162
2934,-162.000416,59.000416,-160.999584,57.999584,dummy,N58W162
2936,-162.000416,57.000416,-160.999584,55.999584,dummy,N56W162
2937,-162.000416,56.000416,-160.999584,54.999584,dummy,N55W162
2938,-162.000416,55.000416,-160.999584,53.999584,dummy,N54W162
3093,-161.000416,71.000416,-159.999584,69.999584,dummy,N70W161
3097,-161.000416,67.000416,-159.999584,65.999584,dummy,N66W161
3099,-161.000416,65.000416,-159.999584,63.999584,dummy,N64W161
3100,-161.000416,64.000416,-159.999584,62.999584,dummy,N63W161
3104,-161.000416,60.000416,-159.999584,58.999584,dummy,N59W161
3105,-161.000416,59.000416,-159.999584,57.999584,dummy,N58W161
3107,-161.000416,57.000416,-159.999584,55.999584,dummy,N56W161
3108,-161.000416,56.000416,-159.999584,54.999584,dummy,N55W161
3264,-160.000416,71.000416,-158.999584,69.999584,dummy,N70W160
3275,-160.000416,60.000416,-158.999584,58.999584,dummy,N59W160
3276,-160.000416,59.000416,-158.999584,57.999584,dummy,N58W160
3278,-160.000416,57.000416,-158.999584,55.999584,dummy,N56W160
3435,-159.000416,71.000416,-157.999584,69.999584,dummy,N70W159
3446,-159.000416,60.000416,-157.999584,58.999584,dummy,N59W159
3447,-159.000416,59.000416,-157.999584,57.999584,dummy,N58W159
3448,-159.000416,58.000416,-157.999584,56.999584,dummy,N57W159
3449,-159.000416,57.000416,-157.999584,55.999584,dummy,N56W159
3450,-159.000416,56.000416,-157.999584,54.999584,dummy,N55W159
3605,-158.000416,72.000416,-156.999584,70.999584,dummy,N71W158
3606,-158.000416,71.000416,-156.999584,69.999584,dummy,N70W158
3617,-158.000416,60.000416,-156.999584,58.999584,dummy,N59W158
3618,-158.000416,59.000416,-156.999584,57.999584,dummy,N58W158
3619,-158.000416,58.000416,-156.999584,56.999584,dummy,N57W158
3620,-158.000416,57.000416,-156.999584,55.999584,dummy,N56W158
3776,-157.000416,72.000416,-155.999584,70.999584,dummy,N71W157
3777,-157.000416,71.000416,-155.999584,69.999584,dummy,N70W157
3788,-157.000416,60.000416,-155.999584,58.999584,dummy,N59W157
3789,-157.000416,59.000416,-155.999584,57.999584,dummy,N58W157
3790,-157.000416,58.000416,-155.999584,56.999584,dummy,N57W157
3791,-157.000416,57.000416,-155.999584,55.999584,dummy,N56W157
3792,-157.000416,56.000416,-155.999584,54.999584,dummy,N55W157
3947,-156.000416,72.000416,-154.999584,70.999584,dummy,N71W156
3948,-156.000416,71.000416,-154.999584,69.999584,dummy,N70W156
3959,-156.000416,60.000416,-154.999584,58.999584,dummy,N59W156
3960,-156.000416,59.000416,-154.999584,57.999584,dummy,N58W156
3961,-156.000416,58.000416,-154.999584,56.999584,dummy,N57W156
3963,-156.000416,56.000416,-154.999584,54.999584,dummy,N55W156
4118,-155.000416,72.000416,-153.999584,70.999584,dummy,N71W155
4119,-155.000416,71.000416,-153.999584,69.999584,dummy,N70W155
4130,-155.000416,60.000416,-153.999584,58.999584,dummy,N59W155
4131,-155.000416,59.000416,-153.999584,57.999584,dummy,N58W155
4132,-155.000416,58.000416,-153.999584,56.999584,dummy,N57W155
4133,-155.000416,57.000416,-153.999584,55.999584,dummy,N56W155
4290,-154.000416,71.000416,-152.999584,69.999584,dummy,N70W154
4300,-154.000416,61.000416,-152.999584,59.999584,dummy,N60W154
4301,-154.000416,60.000416,-152.999584,58.999584,dummy,N59W154
4302,-154.000416,59.000416,-152.999584,57.999584,dummy,N58W154
4303,-154.000416,58.000416,-152.999584,56.999584,dummy,N57W154
4304,-154.000416,57.000416,-152.999584,55.999584,dummy,N56W154
4461,-153.000416,71.000416,-151.999584,69.999584,dummy,N70W153
4471,-153.000416,61.000416,-151.999584,59.999584,dummy,N60W153
4472,-153.000416,60.000416,-151.999584,58.999584,dummy,N59W153
4473,-153.000416,59.000416,-151.999584,57.999584,dummy,N58W153
4474,-153.000416,58.000416,-151.999584,56.999584,dummy,N57W153
4632,-152.000416,71.000416,-150.999584,69.999584,dummy,N70W152
4641,-152.000416,62.000416,-150.999584,60.999584,dummy,N61W152
4642,-152.000416,61.000416,-150.999584,59.999584,dummy,N60W152
4643,-152.000416,60.000416,-150.999584,58.999584,dummy,N59W152
4644,-152.000416,59.000416,-150.999584,57.999584,dummy,N58W152
4802,-151.000416,72.000416,-149.999584,70.999584,dummy,N71W151
4803,-151.000416,71.000416,-149.999584,69.999584,dummy,N70W151
4812,-151.000416,62.000416,-149.999584,60.999584,dummy,N61W151
4813,-151.000416,61.000416,-149.999584,59.999584,dummy,N60W151
4814,-151.000416,60.000416,-149.999584,58.999584,dummy,N59W151
4973,-150.000416,72.000416,-148.999584,70.999584,dummy,N71W150
4974,-150.000416,71.000416,-148.999584,69.999584,dummy,N70W150
4983,-150.000416,62.000416,-148.999584,60.999584,dummy,N61W150
